,id,name,owner_name
1088,1393,Maersk,Petr Janousek
1089,1394,Zaslat.cz,OH Archived companies
1090,1395,PSN - building,Petr Janousek
1091,1396,Wetfield malls,Petr Janousek
1092,1397,GO! - general overnight,OH Archived companies
1093,1398,Česká pošta/balíkovna,Petr Janousek
1094,1399,Profimed,Petr Janousek
1095,1400,esa-logistics,Petr Janousek
1096,1401,Čepro,Petr Janousek
1097,1402,Rakuten,Serge Dupaux
1098,1403,Unipetrol,Petr Janousek
1099,1405,OMV ČR,Petr Janousek
1100,1406,abc,OH Archived companies
1101,1407,Grant Thornton Slovakia,OH Archived companies
1102,1408,NAY,OH Archived companies
1103,1410,loyalty platform,OH Archived companies
1104,1411,Testovaci,OH Archived companies
1105,1412,Sconto CZ,Studio Digital Team
1106,1413,Siko,Petr Janousek
1107,1415,Moneta,Petr Janousek
1108,1416,seznam,OH Archived companies
1109,1418,Vontobel,OH Archived companies
1110,1419,Rhomberg Bau,OH Archived companies
1111,1421,Georg Fischer,Ondrej Hlosta
1112,1422,Zumtobel Group,OH Archived companies
1113,1423,Project CARD,OH Archived companies
1114,1424,MCM,Studio Digital Team
1115,1425,UBS Group,Studio Digital Team
1116,1426,Doppelmayr,OH Archived companies
1117,1427,Gebrüder Weiss,OH Archived companies
1118,1428,Haberkorn,OH Archived companies
1119,1429,ALPLA,Serge Dupaux
1120,1430,JP Morgan,Manuel H
1121,1431,Morgan Stanley,Manuel H
1122,1432,Goldman Sachs,OH Archived companies
1123,1433,Lam Hong,OH Archived companies
1124,1434,Credit Suisse Group,Manuel H
1125,1435,SIX Group,OH Archived companies
1126,1436,Bank J Safra Sarasin,OH Archived companies
1127,1440,Basellandschaftliche Kantonalbank (BLKB),OH Archived companies
1128,1441,Manor,Manuel H
1129,1442,Interspar,OH Archived companies
1130,1443,Bank Austria,OH Archived companies
1131,1444,Anivo360,Manuel H
1132,1445,FORM.life,Manuel H
1133,1447,Lakestar,Studio Digital Team
1134,1448,ZWEI Wealth,OH Archived companies
1135,1449,Meyer Lustenberger,OH Archived companies
1136,1450,Carl Kühne KG,OH Archived companies
1137,1451,Vaudoise Holding,OH Archived companies
1138,1452,Solothurner Spitäler,OH Archived companies
1139,1453,Bekaert,Studio Digital Team
1140,1454,SV Group,OH Archived companies
1141,1455,Mountfield,Petr Janousek
1142,1456,Migros Genossenschaftsbund,Manuel H
1143,1459,Credit Agricole CIB Spain,OH Archived companies
1144,1460,BNP Paribas CIB France,OH Archived companies
1145,1461,Boulanger,Serge Dupaux
1146,1462,Grover Group GmbH,OH Archived companies
1147,1463,F.EE GmbH / F.EE Gruppe,OH Archived companies
1148,1464,Rubix GmbH,OH Archived companies
1149,1465,Leoni AG,OH Archived companies
1150,1466,Mann + Hummel Gruppe GmbH,OH Archived companies
1151,1467,Webasto Group SE,OH Archived companies
1152,1468,Infineon Technologies AG,OH Archived companies
1153,1469,Rheinmetall Automotive AG,OH Archived companies
1154,1470,Humans,OH Archived companies
1155,1471,Partners Group,OH Archived companies
1156,1472,Medikamente per klick.de,OH Archived companies
1157,1474,Budnikowsky,OH Archived companies
1158,1475,Alnatura,OH Archived companies
1159,1476,Kaes (V-Markt),OH Archived companies
1160,1477,Klaas & Kock,OH Archived companies
1161,1478,Handelshof,OH Archived companies
1162,1479,Bofrost,OH Archived companies
1163,1480,Salling Group (Netto),OH Archived companies
1164,1481,Dennree,OH Archived companies
1165,1482,Bünting,OH Archived companies
1166,1483,Dohle (HIT-Märkte),OH Archived companies
1167,1484,Müller,OH Archived companies
1168,1485,Norma,OH Archived companies
1169,1486,Bartels-Langness,OH Archived companies
1170,1488,DM Drogerie Markt,OH Archived companies
1171,1489,Lekkerland,OH Archived companies
1172,1490,Aldi Süd,Serge Dupaux
1173,1491,Lush Group,OH Archived companies
1174,1492,Douglas,OH Archived companies
1175,1493,Bank Austria / Uni Credit Group,OH Archived companies
1176,1494,Spar Austria,OH Archived companies
1177,1495,Tchibo,OH Archived companies
1178,1497,Andritz,OH Archived companies
1179,1498,Erste Group/ George,OH Archived companies
1180,1499,ManoMano,OH Archived companies
1181,1500,Promet Group,OH Archived companies
1182,1502,SYNOT holding,OH Archived companies
1183,1507,JIP Východočeská,OH Archived companies
1184,1509,Prosperita,OH Archived companies
1185,1510,Rabbit,OH Archived companies
1186,1512,Izomat,OH Archived companies
1187,1513,Vafo,OH Archived companies
1188,1514,Cylinders,OH Archived companies
1189,1515,Zvustrojirny,OH Archived companies
1190,1516,Chemoprojekt,OH Archived companies
1191,1517,Pacovske strojírny,OH Archived companies
1192,1519,Interlacto,OH Archived companies
1193,1520,Le Comptoir des Pharmacies,OH Archived companies
1194,1521,Groupe Casino,Serge Dupaux
1195,1522,Groupe Carrefour,Serge Dupaux
1196,1523,Sephora,Serge Dupaux
1197,1524,Leroy Merlin,Serge Dupaux
1198,1527,Printemps,OH Archived companies
1199,1528,Leopold Kostal GmbH & Co. KG,OH Archived companies
1200,1529,Kautex Textron GmbH & Co. KG,OH Archived companies
1201,1530,Preh GmbH,OH Archived companies
1202,1531,Eberspächer Gruppe,OH Archived companies
1203,1532,Gesco AG,OH Archived companies
1204,1533,Benseler GmbH & Co. KG,OH Archived companies
1205,1534,BOS GmbH & Co. KG,OH Archived companies
1206,1535,Berger Holding GmbH & Co. KG,OH Archived companies
1207,1536,Follmann Gruppe GmbH,OH Archived companies
1208,1537,Weber Group,OH Archived companies
1209,1538,Bury GmbH & Co. KG,OH Archived companies
1210,1539,Kathrein-Werke KG,OH Archived companies
1211,1540,VDM Metals GmbH,OH Archived companies
1212,1541,Vossloh AG,OH Archived companies
1213,1542,Siltronic AG,OH Archived companies
1214,1543,Scheidt & Bachmann,OH Archived companies
1215,1544,DÜRR DENTAL SE,OH Archived companies
1216,1545,Elmos Semiconductor,OH Archived companies
1217,1546,All4Labels GmbH,OH Archived companies
1218,1547,Weber-Hydraulik GmbH,OH Archived companies
1219,1548,HUBER Packaging Group GmbH,OH Archived companies
1220,1549,Salamander Industrie-Produkte GmbH,OH Archived companies
1221,1550,TTS Tooltechnic Systems Holding AG,OH Archived companies
1222,1551,Baumüller Holding GmbH & Co KG,OH Archived companies
1223,1552,Wirthwein AG,OH Archived companies
1224,1553,Pfeiffer Vacuum Technology AG,OH Archived companies
1225,1554,Lohmann GmbH & Co KG,OH Archived companies
1226,1555,EMKA Beschlagteile GmbH & Co. KG,OH Archived companies
1227,1556,HAWE Hydraulik GmbH,OH Archived companies
1228,1557,Carl Stahl Gruppe,OH Archived companies
1229,1558,Rösler Oberflächentechnik GmbH,OH Archived companies
1230,1559,ILLIG Maschinenbau GmbH,OH Archived companies
1231,1560,Herbert Kannegiesser GmbH,OH Archived companies
1232,1561,OPTIMA Packaging group GmbH,OH Archived companies
1233,1562,Kurtz Holding GmbH,OH Archived companies
1234,1563,Leistritz AG,OH Archived companies
1235,1564,Alba Group plc & Co. KG,OH Archived companies
1236,1565,Cobana Fruchtring,OH Archived companies
1237,1566,ZECH Group,OH Archived companies
1238,1567,SGL Carbon SE,OH Archived companies
1239,1568,Techem GmbH,OH Archived companies
1240,1569,Städtisches Klinikum München GmbH,OH Archived companies
1241,1570,SRH Holding (SdbR),OH Archived companies
1242,1571,Ottobock SE & Co KG,OH Archived companies
1243,1572,Erdgas Münster GmbH,OH Archived companies
1244,1573,BASF Schwarzheide GmbH,OH Archived companies
1245,1574,Biesterfeld AG,OH Archived companies
1246,1575,Tesa SE,OH Archived companies
1247,1576,Messer Group GmbH,OH Archived companies
1248,1577,Meggle AG,OH Archived companies
1249,1578,Röhm GmbH,OH Archived companies
1250,1579,Stulz GmbH,OH Archived companies
1251,1580,Helvetia Corporate Ventures,OH Archived companies
1252,1583,MA Ventures,Eric Schmid
1253,1584,AMAG Schweiz,OH Archived companies
1254,1585,BKB,Eric Schmid
1255,1586,Schwyzer Kantonalbank,OH Archived companies
1256,1587,St. Galler Kantonalbank,OH Archived companies
1257,1590,Geberit,Ales Machander
1258,1591,Bucherer,OH Archived companies
1259,1592,Mobiliar,OH Archived companies
1260,1593,Röhlig,OH Archived companies
1261,1594,CS Seed Starter,OH Archived companies
1262,1595,Kbsmart,OH Archived companies
1263,1596,Yves Rocher,OH Archived companies
1264,1597,L'Occitane,OH Archived companies
1265,1599,Galeria Karstadt Kaufhof,OH Archived companies
1266,1600,Schwarzkopf (Henkel),OH Archived companies
1267,1601,Leitermann,OH Archived companies
1268,1602,RWZ Köln,OH Archived companies
1269,1603,Landfuxx,OH Archived companies
1270,1605,Bauvista,OH Archived companies
1271,1606,Eurobaustoff,OH Archived companies
1272,1607,Poco Einrichtungsmärkte,OH Archived companies
1273,1608,Toom,OH Archived companies
1274,1610,Hornbach,OH Archived companies
1275,1612,Tengelmann (OBI),OH Archived companies
1276,1613,Ikea Deutschland,OH Archived companies
1277,1614,Lutz-Group,OH Archived companies
1278,1615,Segmüller,OH Archived companies
1279,1616,Porta Möbel,OH Archived companies
1280,1617,Roller,OH Archived companies
1281,1618,Dänisches Bettenlager,OH Archived companies
1282,1619,Möbel Martin,OH Archived companies
1283,1620,Dodenhof,OH Archived companies
1284,1621,Commercial Bank of Dubai,OH Archived companies
1285,1622,SVS,OH Archived companies
1286,1623,Ikem,OH Archived companies
1287,1624,Toranotec,OH Archived companies
1288,1625,Aukro,OH Archived companies
1289,1626,Insportline,OH Archived companies
1290,1627,CED,OH Archived companies
1291,1629,G-project,OH Archived companies
1292,1630,FIFA,OH Archived companies
1293,1631,Hello Fresh,OH Archived companies
1294,1632,Auto 01,OH Archived companies
1295,1633,CompuGroup Medical SE & Co. KGaA,OH Archived companies
1296,1634,CTS Eventim,OH Archived companies
1297,1636,Encavis AG,OH Archived companies
1298,1637,KION GROUP AG,OH Archived companies
1299,1638,Nemetschek SE,OH Archived companies
1300,1639,Nordex AG,OH Archived companies
1301,1640,Puma,OH Archived companies
1302,1641,Scout24,OH Archived companies
1303,1644,Kamax,OH Archived companies
1304,1646,Viessmann,OH Archived companies
1305,1647,Carfax,OH Archived companies
1306,1648,Dmk group (milk production),OH Archived companies
1307,1649,Reale Mutua,OH Archived companies
1308,1650,Swiss Dent,OH Archived companies
1309,1651,ICV,OH Archived companies
1310,1652,RASP,OH Archived companies
1311,1653,Swarovski Group,OH Archived companies
1312,1654,MBaer Bank,OH Archived companies
1313,1655,BMW Schweiz,OH Archived companies
1314,1658,CDC Group plc,OH Archived companies
1315,1659,BlackRock,OH Archived companies
1316,1660,ADEO,Serge Dupaux
1317,1661,Nespresso,OH Archived companies
1318,1662,VUB,OH Archived companies
1319,1663,VIG Reinsurance,OH Archived companies
1320,1664,Mr. Pets,OH Archived companies
1321,1666,Kretinsky / Makro,OH Archived companies
1322,1667,Real Estate,OH Archived companies
1323,1668,Alfa Bank,OH Archived companies
1324,1669,Wuertembergische,OH Archived companies
1325,1670,ELSAN,Serge Dupaux
1326,1671,We Do,OH Archived companies
1327,1672,Allianz Schweiz,OH Archived companies
1328,1673,Tungsram,OH Archived companies
1329,1674,Future Now,OH Archived companies
1330,1675,Spital Limmattal,OH Archived companies
1331,1676,Clienia,OH Archived companies
1332,1677,Ferag,OH Archived companies
1333,1678,Baumann Group,OH Archived companies
1334,1679,Karl Vögele AG,OH Archived companies
1335,1680,Schenker Storen,OH Archived companies
1336,1681,Brunschwig Holding,OH Archived companies
1337,1682,Kambly Holding,OH Archived companies
1338,1683,R. Nussbaum,OH Archived companies
1339,1684,Hapimag,OH Archived companies
1340,1685,APG SGA,OH Archived companies
1341,1686,LEM Holding,OH Archived companies
1342,1687,Schulthess Group,OH Archived companies
1343,1688,Aziende Industriali di Lugano,OH Archived companies
1344,1689,TopCC,OH Archived companies
1345,1690,Griesser Holding,OH Archived companies
1346,1691,Hälg Holding,OH Archived companies
1347,1692,Lamprecht Transport,OH Archived companies
1348,1694,Goldbach Group,OH Archived companies
1349,1695,Kantonsspital Winterthur,OH Archived companies
1350,1697,Mibellegroup,OH Archived companies
1351,1698,Bally International,Eric Schmid
1352,1699,Hublot,OH Archived companies
1353,1700,Magazine zum Globus,OH Archived companies
1354,1701,Kantonsspital St. Gallen,OH Archived companies
1355,1702,Bystronic Laser,OH Archived companies
1356,1703,Centralschweizerisiche Kraftwerke,OH Archived companies
1357,1705,Digitecgalaxus,OH Archived companies
1358,1706,Marti Holding (Marti Group),OH Archived companies
1359,1707,Jowa,OH Archived companies
1360,1708,Selecta,OH Archived companies
1361,1709,CSL Behring,OH Archived companies
1362,1710,Emil Frey,OH Archived companies
1363,1711,Ruag Holding,OH Archived companies
1364,1713,Octapharma,OH Archived companies
1365,1714,Sunrise Communications,OH Archived companies
1366,1715,Repower,OH Archived companies
1367,1716,Lendis,OH Archived companies
1368,1717,Grover Business,OH Archived companies
1369,1718,LeasingGo,OH Archived companies
1370,1719,LeasingShop,OH Archived companies
1371,1720,Leasing.de,OH Archived companies
1372,1721,FinCompare,OH Archived companies
1373,1722,AlbisLeasing,OH Archived companies
1374,1723,get-IT-easy,OH Archived companies
1375,1724,abcfinance,OH Archived companies
1376,1725,Grenke,OH Archived companies
1377,1726,Comspot,OH Archived companies
1378,1727,Würth Leasing,OH Archived companies
1379,1728,idata systems,OH Archived companies
1380,1729,maclease. / Cno Leasing,OH Archived companies
1381,1731,E.ON Romania,Heinrich
1382,1732,E.ON Vertrieb,OH Archived companies
1383,1733,Vomar,OH Archived companies
1384,1734,Spar,OH Archived companies
1385,1735,Bucher,OH Archived companies
1386,1738,Fenaco,OH Archived companies
1387,1739,Bobst,OH Archived companies
1388,1740,Panalpina,OH Archived companies
1389,1742,COOP,Eric Schmid
1390,1743,Rieter,OH Archived companies
1391,1744,Schindler elevators,OH Archived companies
1392,1745,Helaba,OH Archived companies
1393,1746,Landesbank Baden-Württenberg,OH Archived companies
1394,1747,Deka Bank,OH Archived companies
1395,1748,Hamburger Sparkasse,OH Archived companies
1396,1749,Norddeutsche Landesbank - Girozentrale,OH Archived companies
1397,1750,Unicredit Germany,OH Archived companies
1398,1751,Bayrische Landesbank,OH Archived companies
1399,1752,Bankable,OH Archived companies
1400,1753,Redcap,OH Archived companies
1401,1754,Miton,OH Archived companies
1402,1755,Nemocnice Český Krumlov,OH Archived companies
1403,1756,Airventures,OH Archived companies
1404,1757,Action,OH Archived companies
1405,1758,Various,OH Archived companies
1406,1759,Nexi,OH Archived companies
1407,1760,Banque Populaire,OH Archived companies
1408,1761,Credit Agricole,Serge Dupaux
1409,1762,Credit Mutuel,OH Archived companies
1410,1763,LCL,OH Archived companies
1411,1766,Bancoposta,OH Archived companies
1412,1767,Unicredit Banca,OH Archived companies
1413,1768,Agos,OH Archived companies
1414,1769,Encorcapital,OH Archived companies
1415,1770,Ak-pkk,OH Archived companies
1416,1771,Bohemia VC,OH Archived companies
1417,1772,Enern,OH Archived companies
1418,1773,Netside-europe,OH Archived companies
1419,1774,Wood,OH Archived companies
1420,1775,Depoventures,OH Archived companies
1421,1776,Nation1,OH Archived companies
1422,1777,Koopeoventures,OH Archived companies
1423,1778,C-corpfin,OH Archived companies
1424,1779,SwissCard AECS,OH Archived companies
1425,1781,Datatrans,OH Archived companies
1426,1782,PostFinance,OH Archived companies
1427,1783,BANK-now SA,OH Archived companies
1428,1785,CEMBRA,OH Archived companies
1429,1786,CornerBank,OH Archived companies
1430,1787,Hypothekarbank Lenzburg,OH Archived companies
1431,1788,Cler,OH Archived companies
1432,1789,Swarov,OH Archived companies
1433,1790,Lidl Schweiz,OH Archived companies
1434,1791,Aldi Suisse AG,OH Archived companies
1435,1792,IKEA Switzerland,OH Archived companies
1436,1793,Fust,OH Archived companies
1437,1794,C&A Mode AG,OH Archived companies
1438,1795,Dosenbach,OH Archived companies
1439,1796,Diebolt,OH Archived companies
1440,1797,BKW,Eric Schmid
1441,1798,Swissport,Eric Schmid
1442,1799,Zuhlke,Eric Schmid
1443,1800,Swiss Life Asset Management AG,OH Archived companies
1444,1801,BLKB,Eric Schmid
1445,1802,asidhao,OH Archived companies
1446,1808,Innogy,OH Archived companies
1447,1810,Alpiq,Eric Schmid
1448,1812,Pre,OH Archived companies
1449,1815,Dxtcommodities,OH Archived companies
1450,1817,Axpo,Sebastian Knab
1451,1821,Sig-ge,OH Archived companies
1452,1822,Energiedienst,OH Archived companies
1453,1824,Eft-group,OH Archived companies
1454,1825,Iwb,OH Archived companies
1455,1826,Verbund,Ales Machander
1456,1828,Wien Energie,Serge Dupaux
1457,1829,Evn,OH Archived companies
1458,1831,Salzburg-ag,OH Archived companies
1459,1833,Linzag,OH Archived companies
1460,1834,Rheinenergie,OH Archived companies
1461,1835,Vattenfall,Q Macartney
1462,1836,MVV,OH Archived companies
1463,1837,N-ergie,OH Archived companies
1464,1838,Stadtwerke Leipzig,OH Archived companies
1465,1839,Mainova,OH Archived companies
1466,1840,Entega,OH Archived companies
1467,1841,Enercity,OH Archived companies
1468,1843,Enbw,OH Archived companies
1469,1844,RWE,OH Archived companies
1470,1845,Berner Kantonalbank,Eric Schmid
1471,1846,Swiss Life Asset Management,Eric Schmid
1472,1847,Starmind,Eric Schmid
1473,1848,Stw Bad Reichenhall,OH Archived companies
1474,1849,SE (Enel),OH Archived companies
1475,1850,Spp,OH Archived companies
1476,1852,Zse-energia,OH Archived companies
1477,1854,SEPS,OH Archived companies
1478,1855,Le-trading,OH Archived companies
1479,1856,ZSE dis,OH Archived companies
1480,1857,Scottishpower,OH Archived companies
1481,1858,Npower,OH Archived companies
1482,1859,Eon-uk,OH Archived companies
1483,1860,Edf Energy,OH Archived companies
1484,1861,Sse,OH Archived companies
1485,1862,Ovoenergy,OH Archived companies
1486,1863,Bulb.co,OH Archived companies
1487,1864,Centrica,OH Archived companies
1488,1865,Orsted,OH Archived companies
1489,1866,Energidanmark,OH Archived companies
1490,1868,Total,OH Archived companies
1491,1869,Edf-en,OH Archived companies
1492,1870,Voltalia,OH Archived companies
1493,1871,Ergosup,OH Archived companies
1494,1872,Eolfi,OH Archived companies
1495,1873,Cee-specialty,OH Archived companies
1496,1874,Aqua,OH Archived companies
1497,1875,220 Volt,OH Archived companies
1498,1876,Bárdi Autó,OH Archived companies
1499,1877,PCX,OH Archived companies
1500,1878,Euronics (Vöröskő kft.),OH Archived companies
1501,1879,Rossmann HU,Zoltan Kaprinay
1502,1880,voestalpine,OH Archived companies
1503,1881,Hamburg Commercial Bank,OH Archived companies
1504,1882,Atradius,OH Archived companies
1505,1883,Baha,OH Archived companies
1506,1884,Wunderman Thompson,OH Archived companies
1507,1885,TWINT,Manuel H
1508,1886,RSN,OH Archived companies
1509,1887,Indosuez,OH Archived companies
1510,1888,BCVS,OH Archived companies
1511,1889,Crypto Valley,Ales Machander
1512,1890,Pro-doma,Petr Janousek
1513,1892,Toni Digital,OH Archived companies
1514,1893,Sandono,OH Archived companies
1515,1894,radicant,OH Archived companies
1516,1895,UBS Legal,OH Archived companies
1517,1896,Homburger,OH Archived companies
1518,1897,PKZ,Eric Schmid
1519,1899,Jura,OH Archived companies
1520,1900,WAOUP,Serge Dupaux
1521,1901,Resco-Group,OH Archived companies
1522,1902,Outlet City,Eric Schmid
1523,1903,Hotelplan Hub Modell,OH Archived companies
1524,1905,Robinson Club,OH Archived companies
1525,1906,Amadeus,Serge Dupaux
1526,1907,Fidelidade,Manuel H
1527,1908,Rivella,OH Archived companies
1528,1909,BEKB,OH Archived companies
1529,1913,AXA XL,OH Archived companies
1530,1914,Zurich Gruppe Deutschland AG,OH Archived companies
1531,1915,Gothaer Versicherungsbank,OH Archived companies
1532,1916,Provinzial Rheinland Versicherung AG,OH Archived companies
1533,1917,VHV,OH Archived companies
1534,1918,Wustenrot Wurtembergische,OH Archived companies
1535,1919,LVM Versicherung,OH Archived companies
1536,1920,Sparkasse Versicherung,OH Archived companies
1537,1921,Kravag Versicherung,OH Archived companies
1538,1922,HISCOX,OH Archived companies
1539,1923,HDI,OH Archived companies
1540,1924,Delvag Versicherungs-AG,OH Archived companies
1541,1926,Patria,OH Archived companies
1542,1927,Euromedia,OH Archived companies
1543,1928,Cpp,OH Archived companies
1544,1929,Uniqa,OH Archived companies
1545,1931,Direct,OH Archived companies
1546,1932,Creditas,OH Archived companies
1547,1933,Csobpoj,OH Archived companies
1548,1935,Agrapojistovna,OH Archived companies
1549,1936,Eurowag,Petr Janousek
1550,1937,Evopayments,OH Archived companies
1551,1938,3VC Partners,OH Archived companies
1552,1939,Advance Investments,OH Archived companies
1553,1940,Balderton Capital,OH Archived companies
1554,1941,Berlin Ventures,OH Archived companies
1555,1942,Concentric,OH Archived companies
1556,1943,Connect Ventures,OH Archived companies
1557,1944,Elevator Ventures,OH Archived companies
1558,1945,i5invest,OH Archived companies
1559,1946,Investičný klub G4,OH Archived companies
1560,1948,Minority Investments a.s.,OH Archived companies
1561,1949,Pentech,OH Archived companies
1562,1950,Redstone Digital,OH Archived companies
1563,1951,Riverside Company,OH Archived companies
1564,1952,Scottish Equity Partners,OH Archived companies
1565,1953,CNC - mallTV,OH Archived companies
1566,1954,iPrima TV,Petr Janousek
1567,1955,POR-BNPL Banco Best,Petr Janousek
1568,1956,Portugal- BNPL Novobanco,Petr Janousek
1569,1957,Oddo,OH Archived companies
1570,1958,Orascom,OH Archived companies
1571,1959,Bank Now,OH Archived companies
1572,1960,Valora Group,Eric Schmid
1573,1961,HBL,Eric Schmid
1574,1962,ffVC,OH Archived companies
1575,1963,Sparkworks,OH Archived companies
1576,1964,Polskistandardplatnosci,Petr Janousek
1577,1966,Provident Financial,Serge Dupaux
1578,1967,OLX Motors,OH Archived companies
1579,1968,Credito Emiliano Spa,OH Archived companies
1580,1971,Celli Group,OH Archived companies
1581,1973,kiwi.com,OH Archived companies
1582,1974,Vinnai Balázs,OH Archived companies
1583,1975,Ooredoo w/ RB,Radek Bednar
1584,1976,European Commission (EC),Manuel H
1585,1978,FS Filter,Manuel H
1586,1979,Wefox,Manuel H
1587,1980,Bob Finance,Ales Machander
1588,1981,Kkcg,Petr Janousek
1589,1982,Rausch,Nicolas V.
1590,1983,König & Bauer,Sebastian Knab
1591,1984,Deutsche Börse,Serge Dupaux
1592,1986,Swiss Marketplace Group (SMG),Ales Machander
1593,1987,Japan Tobacco International (JTI),Jesper Niemann
1594,1988,Migros Bank,Studio Digital Team
1595,1989,Isio,Studio Digital Team
1596,1990,Hotelplan,Manuel H
1597,1992,Helvetia Schweiz,OH Archived companies
1598,1993,BPD partners,Studio Digital Team
1599,1994,Draslovka,Petr Janousek
1600,1995,Ansell,Studio Digital Team
1601,1996,Feg,OH Archived companies
1602,1997,Feg - Fortuna,Petr Janousek
1603,1998,AAA,Petr Janousek
1604,2010,CSS,OH Archived companies
1605,2012,ILOS,Yannic Metz
1606,2013,CEC romania,Petr Janousek
1607,2014,Cvcenter,Petr Janousek
1608,2019,Enel,Serge Dupaux
1609,2020,Batelco,Goran Buvac
1610,2035,Portiva,Petr Janousek
1611,2036,Fleetcor,Petr Janousek
1612,2037,Iprima,Studio Digital Team
1613,2046,bunzl,Petr Janousek
1614,2047,Nestle CH,OH Archived companies
1615,2048,Afry CH,OH Archived companies
1616,2049,EnBW Netze,OH Archived companies
1617,2051,EON HQ,Petr Janousek
1618,2053,Cargill,Serge Dupaux
1619,2056,Auresholdings,Petr Janousek
1620,2057,Carvago,Petr Janousek
1621,2935,Bayern-Innovativ,OH Archived companies
1622,2967,EIT Food iVZW,OH Archived companies
1623,3109,CRA,Petr Janousek
1624,3110,Patriabank,Petr Janousek
1625,3111,rentalcars.com,Petr Janousek
1626,3112,Studentagency,Petr Janousek
1627,3113,Searchlight,Petr Janousek
1628,3114,Michelin,Serge Dupaux
1629,3115,Al Futtaim,Goran Buvac
1630,3116,Citroen,Serge Dupaux
1631,3119,Faurecia,Serge Dupaux
1632,3120,PSA group,Serge Dupaux
1633,3121,Grupo Antolin,Serge Dupaux
1634,3122,Hutchinson,Serge Dupaux
1635,3123,Peugeot,Serge Dupaux
1636,3125,Renault Trucks,Serge Dupaux
1637,3129,CIC bank,Serge Dupaux
1638,3131,LCL Bank,Serge Dupaux
1639,3132,Bouygues Group,Serge Dupaux
1640,3133,Colas Group,Studio Digital Team
1641,3136,Delhaize & Ahold,Serge Dupaux
1642,3139,Compass Group,Serge Dupaux
1643,3140,Essity group,Petr Janousek
1644,3141,Essilor group,Serge Dupaux
1645,3142,Boulanger Group,Serge Dupaux
1646,3143,Carrefour,Serge Dupaux
1647,3144,Essity Dry Run + D&T,OH Archived companies
1648,3145,CRA HQ,Petr Janousek
1649,3146,Provident Financial HQ,Serge Dupaux
1650,3392,ADIB,Radek Bednar
1651,3393,ADDC,OH Archived companies
1652,3394,Abu Dhabi Ports,OH Archived companies
1653,3395,Agility,OH Archived companies
1654,3396,Air Arabia,OH Archived companies
1655,3397,Al Ahli Bank (Saudi National Bank),OH Archived companies
1656,3398,Ahli United Bank,OH Archived companies
1657,3400,Al Dar,OH Archived companies
1658,3402,Al Ghurair,OH Archived companies
1659,3405,Al Hilal Bank,OH Archived companies
1660,3406,Al Mansour,OH Archived companies
1661,3407,Al Rejhi Bank,OH Archived companies
1662,3408,Al Mudhish,OH Archived companies
1663,3409,Al Tayer,OH Archived companies
1664,3410,AlBabtain,OH Archived companies
1665,3411,AlBatha,OH Archived companies
1666,3413,Alghanim Industries,OH Archived companies
1667,3414,AlShaya group,OH Archived companies
1668,3415,Ali Bin Ali,OH Archived companies
1669,3417,Americana,OH Archived companies
1670,3418,Aramex,Goran Buvac
1671,3420,At Batha,OH Archived companies
1672,3421,Bahrain Electricity and Water,OH Archived companies
1673,3423,Barakat,OH Archived companies
1674,3425,BeIN Media group,OH Archived companies
1675,3426,Boodai Corp,OH Archived companies
1676,3427,Best Telecom (former Ooredoo Oman),OH Archived companies
1677,3429,Boubyan Petrochemical,OH Archived companies
1678,3431,CBN,OH Archived companies
1679,3432,Chaloub,OH Archived companies
1680,3433,Commercial Bank,OH Archived companies
1681,3434,DAMAC,OH Archived companies
1682,3435,Dana Gas,OH Archived companies
1683,3437,DEWA,OH Archived companies
1684,3438,DFF (Dubai Future Foundation),Goran Buvac
1685,3439,DP World,Goran Buvac
1686,3440,DU,OH Archived companies
1687,3442,Emirates,OH Archived companies
1688,3443,EMAAR,saeed mohamed
1689,3444,Dubai Parks and Resorts,OH Archived companies
1690,3445,Emirates Global Aluminium,OH Archived companies
1691,3447,Etihad,OH Archived companies
1692,3449,Ezdan Holding Group,OH Archived companies
1693,3450,FEWA,OH Archived companies
1694,3451,Global Food Industries,OH Archived companies
1695,3452,Goldwind,Sebastian Knab
1696,3453,First Gulf Bank,OH Archived companies
1697,3455,Gulf Bank,OH Archived companies
1698,3456,Hadjeri Group,OH Archived companies
1699,3459,Industries Qatar,OH Archived companies
1700,3460,Jumeirah Group,OH Archived companies
1701,3461,Kahramaa,OH Archived companies
1702,3462,Kingdom Holding Company,OH Archived companies
1703,3463,KEC (Kuwait Energy Company),OH Archived companies
1704,3464,KIPCO Group,OH Archived companies
1705,3465,Kuwain Airways,OH Archived companies
1706,3466,Kuwait Finance House (KFH),Goran Buvac
1707,3467,Mabanee,OH Archived companies
1708,3468,Lulu Group,OH Archived companies
1709,3469,MAF Majid Al Futtaim,OH Archived companies
1710,3470,Landmark,OH Archived companies
1711,3471,LG,OH Archived companies
1712,3473,Manai,OH Archived companies
1713,3474,Masdar,OH Archived companies
1714,3476,Masraf Al Rayan,OH Archived companies
1715,3477,Mercedes,OH Archived companies
1716,3479,Musanada,OH Archived companies
1717,3480,Mubadala,OH Archived companies
1718,3481,Muscat Electricity Distribution comp,OH Archived companies
1719,3482,Nakheel,OH Archived companies
1720,3483,National Bank of Abu Dhabi,OH Archived companies
1721,3484,National Bank of Bahrain,OH Archived companies
1722,3486,NOMAC,OH Archived companies
